"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
"TIMP1",0.724,0.56523335641368,0.448,1.10435075707692,0.967,0.733,"1","TIMP1"
"DEK2",0.724,0.319781112510777,0.448,0.618167932074459,0.993,0.798,"1","DEK"
"RNF126",0.723,0.260313218370205,0.446,1.11309308414555,0.804,0.312,"1","RNF126"
"PQLC1",0.723,0.255855483562944,0.446,1.54411709211648,0.641,0.171,"1","PQLC1"
"EDF1",0.723,0.269422956806214,0.446,0.483710149685765,0.997,0.921,"1","EDF1"
"EBP1",0.723,0.33966919726893,0.446,0.885225286306083,0.947,0.558,"1","EBP"
"MRPS151",0.723,0.332364480467822,0.446,0.88557392417939,0.952,0.574,"1","MRPS15"
"ATAD3A",0.723,0.265105323235035,0.446,1.38766210740148,0.704,0.229,"1","ATAD3A"
"POLR2F",0.722,0.339949179369588,0.444,0.756023760047668,0.974,0.709,"1","POLR2F"
"INO80C",0.722,0.287366950591487,0.444,1.02316359228136,0.839,0.381,"1","INO80C"
"CHEK11",0.722,0.228719221246647,0.444,1.32095252900493,0.684,0.19,"1","CHEK1"
"NUDT8",0.722,0.281111598273731,0.444,1.55754547995992,0.667,0.201,"1","NUDT8"
"PTPN7",0.722,0.334412185239003,0.444,0.910184087437059,0.937,0.534,"1","PTPN7"
"LRRC591",0.721,0.31742157595358,0.442,0.996457363534577,0.882,0.443,"1","LRRC59"
"PSMB3",0.721,0.304564914901626,0.442,0.606198751297895,0.996,0.822,"1","PSMB3"
"PXMP2",0.721,0.266256697173725,0.442,1.06340362319969,0.822,0.333,"1","PXMP2"
"GGH3",0.721,0.292659532355545,0.442,1.02864798417364,0.816,0.344,"1","GGH"
"RPA21",0.721,0.285880610816287,0.442,0.849521147013025,0.934,0.495,"1","RPA2"
"SLC25A39",0.72,0.316447092020571,0.44,0.871256448081639,0.938,0.55,"1","SLC25A39"
"BLM",0.72,0.217058641068748,0.44,1.64424749993968,0.604,0.134,"1","BLM"
"FKBP21",0.72,0.315480084402475,0.44,0.713836679247104,0.987,0.672,"1","FKBP2"
"RHOG1",0.72,0.315855472738714,0.44,0.657929062077526,0.991,0.741,"1","RHOG"
"MRPL36",0.72,0.300684889347245,0.44,0.890507178381441,0.91,0.509,"1","MRPL36"
"CARHSP1",0.719,0.268168048231259,0.438,1.05393437886122,0.802,0.326,"1","CARHSP1"
"CHCHD3",0.719,0.297992875770529,0.438,0.884784215153175,0.921,0.497,"1","CHCHD3"
"HSPB12",0.719,0.304838903038462,0.438,0.513828517418611,0.999,0.91,"1","HSPB1"
"CACYBP2",0.719,0.328992093553419,0.438,0.685366658100836,0.992,0.733,"1","CACYBP"
"BTG3",0.718,0.235063393432792,0.436,1.06687403900678,0.748,0.266,"1","BTG3"
"RRP7A1",0.718,0.287874473372159,0.436,0.856353653348742,0.902,0.479,"1","RRP7A"
"MRPL11",0.718,0.316909756635402,0.436,0.813219643331875,0.968,0.602,"1","MRPL11"
"NR2C2AP",0.717,0.243303168585542,0.434,1.60397184461818,0.629,0.17,"1","NR2C2AP"
"POLR2E",0.717,0.321837728050853,0.434,0.766530137096269,0.97,0.66,"1","POLR2E"
"FAM96B",0.717,0.304142252658064,0.434,0.681338922550786,0.992,0.728,"1","FAM96B"
"RABL6",0.717,0.236526418881679,0.434,1.08682977768405,0.782,0.288,"1","RABL6"
"HAUS7",0.717,0.224132008197723,0.434,1.24313531578131,0.717,0.231,"1","HAUS7"
"LSM41",0.716,0.331904054319088,0.432,0.721070000886984,0.979,0.698,"1","LSM4"
"PA2G42",0.716,0.319660147365596,0.432,0.562457843255243,0.995,0.881,"1","PA2G4"
"TUBA1C",0.716,0.312400902203039,0.432,0.832522090283197,0.952,0.549,"1","TUBA1C"
"H2AFX",0.716,0.236645884813564,0.432,1.32333154124796,0.688,0.212,"1","H2AFX"
"WDR34",0.716,0.251465415823598,0.432,1.32269164660637,0.69,0.226,"1","WDR34"
"CCNE2",0.716,0.240129774764007,0.432,2.16192874657843,0.532,0.086,"1","CCNE2"
"LSM2",0.716,0.313918326024587,0.432,0.679734061517344,0.988,0.752,"1","LSM2"
"NAGK",0.716,0.247060490726229,0.432,0.959370366653755,0.827,0.339,"1","NAGK"
"CCDC124",0.715,0.290666120236959,0.43,0.858706376651142,0.929,0.516,"1","CCDC124"
"PYCR1",0.715,0.253678925146214,0.43,1.15028994391002,0.752,0.283,"1","PYCR1"
"MAGOHB1",0.715,0.292511726576878,0.43,0.891166455526805,0.9,0.464,"1","MAGOHB"
"UQCRQ2",0.715,0.304992872242271,0.43,0.53969269432454,1,0.901,"1","UQCRQ"
"MCM21",0.715,0.21996965607445,0.43,1.11092032745603,0.72,0.229,"1","MCM2"
"MSH6",0.715,0.259719351557145,0.43,1.03628095755081,0.812,0.328,"1","MSH6"
"UBE2L3",0.714,0.29297833747723,0.428,0.613099971923118,0.996,0.777,"1","UBE2L3"
"PTOV1",0.714,0.236970747639746,0.428,1.06071979723806,0.777,0.289,"1","PTOV1"
"RAB5IF",0.714,0.32048798481983,0.428,0.79931592108486,0.958,0.616,"1","RAB5IF"
"SHCBP1",0.714,0.222807412916784,0.428,2.87991522063688,0.483,0.049,"1","SHCBP1"
"MRPS341",0.714,0.328869443912346,0.428,0.764272410056916,0.968,0.654,"1","MRPS34"
"STUB1",0.714,0.301072643630332,0.428,0.859179058627311,0.929,0.533,"1","STUB1"
"MCRIP2",0.714,0.27734730657124,0.428,0.993373037680769,0.849,0.386,"1","MCRIP2"
"CD821",0.714,0.325355041889691,0.428,0.675562010094203,0.987,0.693,"1","CD82"
"FAM50A",0.714,0.259192549831313,0.428,1.0826573908406,0.786,0.319,"1","FAM50A"
"CFP1",0.714,0.366869110134825,0.428,1.47466821738322,0.639,0.197,"1","CFP"
"ARPC4",0.714,0.316200373991323,0.428,0.741600739374866,0.966,0.673,"1","ARPC4"
"C19orf24",0.713,0.276893204909311,0.426,0.855037800375339,0.911,0.479,"1","C19orf24"
"MRPS261",0.713,0.306959444453413,0.426,0.913188103144241,0.896,0.461,"1","MRPS26"
"JPT1",0.713,0.318194845965795,0.426,0.838604767890113,0.946,0.578,"1","JPT1"
"GGCT2",0.713,0.30288417151486,0.426,0.72513434900413,0.979,0.626,"1","GGCT"
"CCNA21",0.713,0.230044503702225,0.426,1.63858904479211,0.544,0.098,"1","CCNA2"
"MAD2L2",0.713,0.256467218016117,0.426,1.08058669828661,0.785,0.323,"1","MAD2L2"
"PMAIP11",0.712,0.212974487500401,0.424,0.830705876222118,0.775,0.302,"1","PMAIP1"
"BOP1",0.712,0.250425087285738,0.424,1.00552748178167,0.822,0.352,"1","BOP1"
"DNAJB11",0.712,0.302147407360247,0.424,0.881751057049845,0.919,0.498,"1","DNAJB11"
"AP2S1",0.711,0.292341688616779,0.422,0.671523507552556,0.988,0.709,"1","AP2S1"
"ARL6IP4",0.711,0.28151872094517,0.422,0.525606944821405,0.996,0.885,"1","ARL6IP4"
"SLC43A3",0.711,0.276803934741634,0.422,1.11149712428258,0.768,0.318,"1","SLC43A3"
"UFD1",0.71,0.267237547018348,0.42,0.952196647092662,0.851,0.402,"1","UFD1"
"POLR2I",0.71,0.301245409749123,0.42,0.713705768436168,0.976,0.675,"1","POLR2I"
"DDX39A1",0.71,0.270901150205743,0.42,0.715699140091476,0.947,0.539,"1","DDX39A"
"COPRS",0.71,0.237262887769115,0.42,1.1271821260199,0.736,0.273,"1","COPRS"
"ZNF511",0.71,0.272777245192562,0.42,0.97483120938745,0.847,0.407,"1","ZNF511"
"HIST1H1D",0.71,0.324148984848075,0.42,1.46699428966988,0.664,0.226,"1","HIST1H1D"
"PPIH",0.71,0.265622959929268,0.42,0.89320102411553,0.873,0.428,"1","PPIH"
"GALNT1",0.709,0.299838834313703,0.418,0.928616784946875,0.881,0.466,"1","GALNT1"
"RPL383",0.709,0.19854883072159,0.418,0.29881420985659,1,0.996,"1","RPL38"
"SNRPA11",0.709,0.285716736036124,0.418,0.801507726986566,0.925,0.515,"1","SNRPA1"
"MRPL57",0.709,0.292684527212197,0.418,0.594875677731592,0.992,0.814,"1","MRPL57"
"THOC3",0.709,0.256052317448947,0.418,0.891500414920981,0.872,0.426,"1","THOC3"
"MIIP",0.709,0.390916667955322,0.418,1.1809928978605,0.79,0.376,"1","MIIP"
"SLC25A33",0.709,0.224280126466614,0.418,1.02918592559466,0.779,0.301,"1","SLC25A33"
"SNRPA",0.708,0.282007885267256,0.416,0.826094992511883,0.922,0.517,"1","SNRPA"
"RPS212",0.708,0.185691555027808,0.416,0.277483663824326,1,0.998,"1","RPS21"
"MRPL27",0.708,0.279785793855356,0.416,0.775997349621928,0.945,0.56,"1","MRPL27"
"PHB",0.708,0.303917889226839,0.416,0.625507649080688,0.983,0.771,"1","PHB"
"SNF8",0.708,0.275137588982319,0.416,0.80951534937608,0.922,0.523,"1","SNF8"
"UBE2N1",0.708,0.30123046618864,0.416,0.625670303129684,0.991,0.782,"1","UBE2N"
"CHCHD1",0.708,0.271445133863437,0.416,0.793735086081742,0.937,0.531,"1","CHCHD1"
"SAC3D1",0.708,0.215490622787194,0.416,1.17883692566295,0.705,0.236,"1","SAC3D1"
"NOP161",0.708,0.301615630984011,0.416,0.912338340508833,0.896,0.466,"1","NOP16"
"POLR2H",0.708,0.287041151979706,0.416,0.848600057178595,0.925,0.525,"1","POLR2H"
"YBX13",0.708,0.256581552378016,0.416,0.391736681329949,1,0.99,"1","YBX1"
"BCL2L12",0.707,0.234443611176734,0.414,1.32157270433863,0.664,0.217,"1","BCL2L12"
"RELB1",0.707,0.103886555731927,0.414,0.462371300875613,0.709,0.215,"1","RELB"
"DUS1L",0.707,0.212411489700743,0.414,1.51258273199351,0.597,0.155,"1","DUS1L"
"BCL7C",0.707,0.242545089169033,0.414,1.15192649771873,0.737,0.28,"1","BCL7C"
"MZT11",0.707,0.259358528133957,0.414,0.822571020173992,0.88,0.46,"1","MZT1"
"SVIP",0.707,0.297686153570946,0.414,0.649899777349648,0.985,0.707,"1","SVIP"
"SSR4",0.707,0.273156469953492,0.414,0.510711169843963,0.996,0.882,"1","SSR4"
"HDGF",0.707,0.265631095095201,0.414,0.866641974970868,0.888,0.443,"1","HDGF"
"RNASEH2A",0.706,0.209279049905193,0.412,1.47760114993203,0.616,0.168,"1","RNASEH2A"
"SPI11",0.706,0.312122858274767,0.412,0.740924705300079,0.96,0.624,"1","SPI1"
"PHF5A",0.705,0.258867638525475,0.41,0.782736325637912,0.919,0.498,"1","PHF5A"
"PPIF",0.705,0.259361400790451,0.41,0.960501037589771,0.804,0.365,"1","PPIF"
"NFE2L3",0.705,0.220128483203988,0.41,1.28861023354205,0.653,0.201,"1","NFE2L3"
"MEA1",0.705,0.268585088060391,0.41,0.847735932401955,0.886,0.474,"1","MEA1"
"CLIC1",0.705,0.252828114065602,0.41,0.412215046648586,1,0.959,"1","CLIC1"
"SAMSN1",0.704,0.412705445512918,0.408,0.934602259965332,0.915,0.59,"1","SAMSN1"
"C19orf481",0.704,0.257182076051299,0.408,0.803146081286112,0.893,0.434,"1","C19orf48"
"SNRPD2",0.704,0.245796960782752,0.408,0.419854957921028,0.999,0.946,"1","SNRPD2"
"P4HB",0.704,0.308358293863542,0.408,0.740863211539734,0.952,0.642,"1","P4HB"
"PRADC1",0.704,0.213322469756147,0.408,1.50524963577318,0.6,0.161,"1","PRADC1"
"TMEM160",0.703,0.276025028730334,0.406,0.695809236612305,0.963,0.626,"1","TMEM160"
"TGFB1",0.703,0.274113257427588,0.406,0.761356099607089,0.933,0.54,"1","TGFB1"
"ATP5MF",0.703,0.259497896726913,0.406,0.450917875693138,0.999,0.92,"1","ATP5MF"
"POLD2",0.703,0.290927726040216,0.406,0.737760083969487,0.959,0.607,"1","POLD2"
"NFKBIB",0.702,0.200670576769935,0.404,1.15619955823347,0.661,0.208,"1","NFKBIB"
"MYCBP21",0.702,0.329306584395691,0.404,0.730319298647301,0.978,0.689,"1","MYCBP2"
"NCAPD3",0.702,0.191058064779971,0.404,1.51719422827639,0.572,0.138,"1","NCAPD3"
"MRPL14",0.702,0.27023040005923,0.404,0.724091026758103,0.952,0.596,"1","MRPL14"
"VDAC13",0.702,0.278477731236856,0.404,0.527305812412852,0.996,0.844,"1","VDAC1"
"C4orf46",0.702,0.236152656400463,0.404,1.4340226738453,0.622,0.186,"1","C4orf46"
"IL1RL1",0.702,0.439627492332782,0.404,2.74286200572452,0.461,0.052,"1","IL1RL1"
"MCMBP",0.701,0.198821998983774,0.402,1.16426798106006,0.667,0.213,"1","MCMBP"
"MRPL21",0.701,0.2713649179105,0.402,0.74003878418252,0.942,0.576,"1","MRPL21"
"CNOT9",0.701,0.240016191823355,0.402,0.934877038981948,0.773,0.332,"1","CNOT9"
"DUSP23",0.701,0.269940026241205,0.402,0.758995706407013,0.937,0.546,"1","DUSP23"
"GAPDH2",0.95,0.566903528562321,0.9,0.841777198404305,1,0.998,"10","GAPDH"
"ENO11",0.938,0.593263341967409,0.876,0.897989235575997,1,0.986,"10","ENO1"
"MT-ND13",0.914,0.607541200329362,0.828,0.915787381476049,1,0.993,"10","MT-ND1"
"SRM2",0.911,0.933149167879218,0.822,1.82633745638587,1,0.561,"10","SRM"
"SRSF91",0.892,0.612938761208428,0.784,1.11495563039897,1,0.844,"10","SRSF9"
"NME13",0.878,0.648706806424117,0.756,1.1332099865195,1,0.817,"10","NME1"
"NHP21",0.873,0.616595398253354,0.746,1.10837003678214,1,0.834,"10","NHP2"
"TUBA1B4",0.868,0.71254755746354,0.736,1.08307527059547,1,0.942,"10","TUBA1B"
"NCL3",0.865,0.601286603435721,0.73,0.96690708152384,1,0.944,"10","NCL"
"PPP1R14B2",0.864,0.65257292992546,0.728,1.63739689947368,1,0.46,"10","PPP1R14B"
"RPS173",0.862,0.322900830006001,0.724,0.47913859923155,1,0.997,"10","RPS17"
"GLRX51",0.86,0.572612996142772,0.72,1.58304146233014,0.987,0.469,"10","GLRX5"
"METTL26",0.858,0.593956759268132,0.716,1.27488213019158,1,0.691,"10","METTL26"
"MZT2B1",0.851,0.550267444873149,0.702,1.02042279671057,1,0.824,"10","MZT2B"
"RNASET21",0.846,0.570634906504595,0.692,1.45760422274907,0.996,0.452,"10","RNASET2"
"NME41",0.843,0.590825423079779,0.686,1.18950591805634,1,0.714,"10","NME4"
"CHCHD21",0.84,0.475745050635744,0.68,0.765235086839755,1,0.954,"10","CHCHD2"
"EIF5A1",0.838,0.562987292736383,0.676,0.975877655538536,1,0.818,"10","EIF5A"
"TUBB2",0.836,0.575912664450885,0.672,0.921128257575185,1,0.918,"10","TUBB"
"MT-ND22",0.835,0.363216715725341,0.67,0.537879813688536,1,0.998,"10","MT-ND2"
"COX5A1",0.835,0.453751171240687,0.67,0.797110076450539,1,0.897,"10","COX5A"
"EIF1AY2",0.834,0.550655917386069,0.668,1.80674622825261,0.91,0.223,"10","EIF1AY"
"ATP5MC12",0.832,0.525153726509643,0.664,0.959402788487588,1,0.833,"10","ATP5MC1"
"CARS2",0.831,0.448894781963352,0.662,1.98499140377345,0.876,0.256,"10","CARS2"
"MRPL122",0.828,0.529460263622884,0.656,1.19118479211955,0.991,0.647,"10","MRPL12"
"DCTPP13",0.827,0.539398295376802,0.654,1.16887338313088,0.991,0.648,"10","DCTPP1"
"YBX14",0.827,0.402873672760521,0.654,0.61234135081496,1,0.991,"10","YBX1"
"YBX31",0.826,0.522989052068392,0.652,1.01151020672677,1,0.77,"10","YBX3"
"NPW1",0.824,0.684878308948424,0.648,1.85857957038202,0.91,0.357,"10","NPW"
"RANBP13",0.819,0.555391483311178,0.638,0.968005609607783,1,0.838,"10","RANBP1"
"PGK1",0.811,0.429042757491116,0.622,0.745434733296521,1,0.907,"10","PGK1"
"RPL37A3",0.811,0.23747880179861,0.622,0.348792838674178,1,1,"10","RPL37A"
"EIF4EBP12",0.81,0.532274574606433,0.62,1.12259819383784,1,0.662,"10","EIF4EBP1"
"SNRPF2",0.809,0.458489085629424,0.618,0.849714302814753,1,0.846,"10","SNRPF"
"RPL273",0.808,0.271164506500435,0.616,0.40711081056089,1,0.997,"10","RPL27"
"NPM31",0.805,0.534904889400474,0.61,1.18401680452089,0.996,0.652,"10","NPM3"
"MAP2K21",0.802,0.380397354106216,0.604,1.56429785214431,0.889,0.286,"10","MAP2K2"
"PSMA71",0.802,0.413172636655988,0.604,0.695502412159636,1,0.929,"10","PSMA7"
"PGP1",0.802,0.406233336890297,0.604,1.60099550400328,0.893,0.299,"10","PGP"
"HSPE14",0.802,0.501941272101621,0.604,0.827989674422774,1,0.904,"10","HSPE1"
"TMEM1471",0.801,0.450493506886017,0.602,0.971960881543366,0.991,0.722,"10","TMEM147"
"PABPC4",0.801,0.502908111661942,0.602,1.25727289275269,0.966,0.554,"10","PABPC4"
"NOP162",0.8,0.443217478939937,0.6,1.23911377540928,0.983,0.498,"10","NOP16"
"TPI13",0.799,0.426602744894036,0.598,0.689640240605281,1,0.939,"10","TPI1"
"RPS213",0.798,0.267433288115424,0.596,0.399017098088709,1,0.998,"10","RPS21"
"PHB1",0.798,0.448521991000861,0.596,0.893131457181005,0.996,0.788,"10","PHB"
"RPS4Y13",0.797,0.666994109896522,0.594,1.29722729696255,0.974,0.311,"10","RPS4Y1"
"TXNL4A1",0.797,0.453767265994918,0.594,1.14678652590759,0.987,0.571,"10","TXNL4A"
"GINS22",0.797,0.440999801847708,0.594,1.65251689820429,0.855,0.258,"10","GINS2"
"LDHA3",0.797,0.424914610479215,0.594,0.704381138922178,1,0.923,"10","LDHA"
"FABP54",0.796,0.543969902468892,0.592,0.971084241764071,1,0.747,"10","FABP5"
"SSBP11",0.796,0.413934613882707,0.592,0.750698340241231,1,0.878,"10","SSBP1"
"EEF1B22",0.796,0.303774571834771,0.592,0.464691055294353,1,0.99,"10","EEF1B2"
"EBNA1BP22",0.795,0.474534893229498,0.59,1.15804665482719,0.991,0.589,"10","EBNA1BP2"
"MCM73",0.794,0.496432420694629,0.588,1.22737455538438,0.974,0.461,"10","MCM7"
"MCRIP21",0.791,0.421566104113386,0.582,1.36341747230538,0.936,0.421,"10","MCRIP2"
"HLA-DRB52",0.791,0.258803098716779,0.582,0.813850287688332,0.893,0.231,"10","HLA-DRB5"
"SNRPE3",0.791,0.39341633237762,0.582,0.665686266020882,1,0.924,"10","SNRPE"
"AC004148.2",0.79,0.370151383046279,0.58,1.73327329511968,0.833,0.267,"10","AC004148.2"
"ATP5ME",0.79,0.389187958385488,0.58,0.677833529707181,1,0.927,"10","ATP5ME"
"HMGA13",0.788,0.463783062846535,0.576,0.810755744223987,1,0.865,"10","HMGA1"
"URI1",0.787,0.381551179704153,0.574,1.37204076637512,0.915,0.375,"10","URI1"
"C20orf27",0.787,0.406516064038028,0.574,1.1790474160442,0.97,0.494,"10","C20orf27"
"STOML21",0.787,0.425951848424708,0.574,0.883383503848242,1,0.763,"10","STOML2"
"MATK",0.786,0.435720485163808,0.572,1.31416902745179,0.923,0.438,"10","MATK"
"RNF187",0.785,0.319285733841512,0.57,1.698634845854,0.816,0.223,"10","RNF187"
"C1QBP3",0.784,0.431806705023924,0.568,0.760308120958968,1,0.869,"10","C1QBP"
"RPL22L11",0.784,0.520944493485575,0.568,0.960784719540166,1,0.751,"10","RPL22L1"
"DNMT12",0.783,0.428702456432473,0.566,1.08926881595472,0.987,0.545,"10","DNMT1"
"TFDP11",0.783,0.378587231904927,0.566,1.29681136759424,0.936,0.382,"10","TFDP1"
"HLA-DQA22",0.782,0.324882047855123,0.564,1.3820846348965,0.782,0.164,"10","HLA-DQA2"
"CDK42",0.782,0.450568119489718,0.564,0.933893035650702,1,0.716,"10","CDK4"
"IMPA2",0.781,0.363246726461765,0.562,1.61948932677029,0.838,0.286,"10","IMPA2"
"CDV3",0.781,0.386711079783386,0.562,1.30725468576326,0.932,0.4,"10","CDV3"
"TYMS3",0.78,0.519079434846571,0.56,1.12224293052841,0.979,0.456,"10","TYMS"
"PEBP1",0.78,0.347964747471954,0.56,0.597950149459429,1,0.934,"10","PEBP1"
"ODC12",0.779,0.46636067465763,0.558,1.12342676222089,0.966,0.562,"10","ODC1"
"SNRPB3",0.778,0.413106544480991,0.556,0.747191318574131,1,0.859,"10","SNRPB"
"CENPX1",0.777,0.423744993917372,0.554,1.15390728328982,0.957,0.483,"10","CENPX"
"COPRS1",0.777,0.316879116999169,0.554,1.36018363245737,0.88,0.306,"10","COPRS"
"HSPA83",0.776,0.468616369622933,0.552,0.745094205348416,1,0.915,"10","HSPA8"
"ENDOG",0.776,0.301915507382906,0.552,2.26114747175928,0.697,0.133,"10","ENDOG"
"BOLA31",0.776,0.373479249930362,0.552,1.1902476033971,0.94,0.439,"10","BOLA3"
"CHCHD101",0.775,0.463047429841298,0.55,1.13300871435669,0.962,0.559,"10","CHCHD10"
"PA2G43",0.774,0.406959290528575,0.548,0.706949452551661,1,0.89,"10","PA2G4"
"ARL2",0.774,0.387479021258859,0.548,0.797970527626549,1,0.793,"10","ARL2"
"HDGF1",0.773,0.397999744211387,0.546,1.19516613867295,0.957,0.477,"10","HDGF"
"MRPL201",0.773,0.423535760387654,0.546,0.897884388485906,0.996,0.745,"10","MRPL20"
"MTFP11",0.771,0.36718874773196,0.542,1.58338874084383,0.829,0.285,"10","MTFP1"
"SERBP12",0.771,0.359599632559051,0.542,0.59967137089578,1,0.94,"10","SERBP1"
"SLIRP2",0.769,0.412813208614246,0.538,0.754206907850166,1,0.845,"10","SLIRP"
"PXMP21",0.769,0.352670125004078,0.538,1.29026501903673,0.91,0.37,"10","PXMP2"
"RAN4",0.769,0.381169666095119,0.538,0.613470219006502,1,0.94,"10","RAN"
"UQCRQ3",0.769,0.359176346253287,0.538,0.629321763546357,1,0.909,"10","UQCRQ"
"MRPS262",0.768,0.391500270206899,0.536,1.09972985545542,0.953,0.494,"10","MRPS26"
"IGFBP7",0.768,0.468803449864191,0.536,1.05979651597515,0.966,0.658,"10","IGFBP7"
"MRPS342",0.767,0.417034910407568,0.534,0.935163311293771,0.991,0.679,"10","MRPS34"
"POLR2L1",0.766,0.350341866828726,0.532,0.591682018763764,1,0.925,"10","POLR2L"
"NT5DC21",0.766,0.327843522929281,0.532,1.94079084517737,0.718,0.182,"10","NT5DC2"
"TMA71",0.766,0.28786669597199,0.532,0.465082636639736,1,0.979,"10","TMA7"
"PHGDH1",0.766,0.39214071831849,0.532,1.20560768119283,0.927,0.41,"10","PHGDH"
"MCM52",0.765,0.366257926545991,0.53,1.13265202801537,0.919,0.391,"10","MCM5"
"TIMM131",0.765,0.380407667817944,0.53,0.732459275947409,1,0.82,"10","TIMM13"
"PRDX42",0.765,0.378613606642367,0.53,0.861569852622545,0.996,0.687,"10","PRDX4"
"SNRPC",0.765,0.367226308403517,0.53,0.782712934417459,0.996,0.764,"10","SNRPC"
"NDUFAF81",0.764,0.411298578139563,0.528,0.927116733282063,0.991,0.679,"10","NDUFAF8"
"SLC38A5",0.763,0.321659435513719,0.526,1.4494617541818,0.821,0.283,"10","SLC38A5"
"MRTO42",0.763,0.369739676258093,0.526,1.0988691767393,0.949,0.483,"10","MRTO4"
"CALR2",0.762,0.4121254614927,0.524,0.668362648409377,1,0.895,"10","CALR"
"MGST11",0.762,0.42370150953431,0.524,0.933169261829018,0.987,0.636,"10","MGST1"
"PTPMT11",0.762,0.367479574825035,0.524,1.02996421242846,0.957,0.539,"10","PTPMT1"
"COX5B",0.762,0.30652175733655,0.524,0.537130924225312,1,0.934,"10","COX5B"
"SNU131",0.761,0.345191294496892,0.522,0.644222258867671,1,0.879,"10","SNU13"
"SDF2L11",0.761,0.381210484890181,0.522,0.903753274071008,0.991,0.531,"10","SDF2L1"
"PDCD51",0.761,0.382535753754434,0.522,0.873126260094833,1,0.658,"10","PDCD5"
"SNRNP251",0.761,0.35714662899216,0.522,1.08377154736751,0.953,0.433,"10","SNRNP25"
"BRI31",0.761,0.299710881216267,0.522,1.24052844979852,0.863,0.308,"10","BRI3"
"MRPL43",0.76,0.38256152216498,0.52,0.984704457878811,0.983,0.588,"10","MRPL4"
"CHPT11",0.76,0.321808346349388,0.52,1.17872998189732,0.897,0.382,"10","CHPT1"
"NPDC11",0.76,0.389332682386199,0.52,0.918449942894427,0.996,0.619,"10","NPDC1"
"MT-ATP8",0.759,0.300698613523939,0.518,1.23714670769063,0.846,0.304,"10","MT-ATP8"
"CISD31",0.759,0.334033598172836,0.518,1.27303103137202,0.872,0.35,"10","CISD3"
"APEX1",0.759,0.375078127654884,0.518,0.708622628203426,1,0.848,"10","APEX1"
"RPS264",0.759,0.420172415248925,0.518,0.629115499592686,1,0.986,"10","RPS26"
"BAALC1",0.759,0.335159291619245,0.518,0.947256411473994,0.966,0.468,"10","BAALC"
"SLC25A53",0.759,0.377918980809157,0.518,0.640879570727316,1,0.912,"10","SLC25A5"
"LYAR1",0.758,0.347372567435596,0.516,1.114775008042,0.932,0.436,"10","LYAR"
"MRPS121",0.757,0.360601562710587,0.514,0.928989989667942,0.979,0.603,"10","MRPS12"
"TSR31",0.757,0.335660950209883,0.514,1.19235759582414,0.897,0.382,"10","TSR3"
"NDUFA12",0.757,0.353969639007351,0.514,0.744424500004367,0.996,0.784,"10","NDUFA12"
"BRD7",0.756,0.344173149691692,0.512,1.12468191851952,0.927,0.441,"10","BRD7"
"VKORC1",0.755,0.356739601058361,0.51,0.948377391105921,0.979,0.589,"10","VKORC1"
"MCM32",0.755,0.373844815474516,0.51,0.97927926007326,0.97,0.508,"10","MCM3"
"RPL372",0.755,0.219333426671539,0.51,0.323762411897014,1,0.999,"10","RPL37"
"C1orf122",0.755,0.327819260928367,0.51,1.29306182579111,0.855,0.34,"10","C1orf122"
"NDUFB21",0.754,0.353506492819236,0.508,0.659204017983521,1,0.862,"10","NDUFB2"
"NUDT1",0.754,0.384208266572382,0.508,1.05889493844198,0.932,0.532,"10","NUDT1"
"MCM62",0.754,0.313299504927519,0.508,1.20534699567355,0.855,0.328,"10","MCM6"
"TUBB4B3",0.753,0.424703387981011,0.506,0.792151525153478,1,0.725,"10","TUBB4B"
"UQCRH",0.753,0.300053017068946,0.506,0.499286785012696,1,0.953,"10","UQCRH"
"RAB5IF1",0.752,0.362277784884284,0.504,0.877189382337644,0.996,0.643,"10","RAB5IF"
"HSPD13",0.752,0.3774380041016,0.504,0.626238594642547,1,0.915,"10","HSPD1"
"CCDC85B",0.751,0.361416223537156,0.502,0.77865220860532,0.996,0.726,"10","CCDC85B"
"H2AFZ4",0.751,0.431212030280657,0.502,0.689747026123734,1,0.911,"10","H2AFZ"
"SSBP4",0.75,0.327217497575216,0.5,1.03294229726738,0.936,0.466,"10","SSBP4"
"LSM42",0.75,0.365823035351284,0.5,0.779369722348669,1,0.72,"10","LSM4"
"POP71",0.75,0.330415928848387,0.5,1.07230558908946,0.919,0.436,"10","POP7"
"NDUFS61",0.75,0.363219279068924,0.5,0.707280895560181,0.996,0.818,"10","NDUFS6"
"NDUFA3",0.748,0.332847841745802,0.496,0.659565842324774,1,0.838,"10","NDUFA3"
"GCSH2",0.748,0.373529180936795,0.496,0.896432438855094,0.983,0.628,"10","GCSH"
"TOMM402",0.747,0.3760842021567,0.494,0.948929906030552,0.974,0.557,"10","TOMM40"
"FEN12",0.747,0.330433281110929,0.494,1.09134932786779,0.868,0.321,"10","FEN1"
"NDUFB7",0.746,0.333752706489456,0.492,0.689150090945575,1,0.806,"10","NDUFB7"
"ATP5F1D",0.746,0.320122647433139,0.492,0.590949893235367,1,0.885,"10","ATP5F1D"
"PRKDC1",0.746,0.351211197855927,0.492,0.812117243041774,0.987,0.672,"10","PRKDC"
"RNASEH2C",0.745,0.334393343687545,0.49,0.749392941584724,1,0.718,"10","RNASEH2C"
